tair,rh,D_air,irradiance,apar,Cs,bm_c,bm_n,rCN,Vm25,LAI,Ac,An,Reco,NEE
4.9485,0.0,0.3000555795462243,0.0,830.7059499999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.251117682286061,2.251117682286061
7.736,0.0,0.36314182168664066,0.0,1046.868,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.730928379508975,2.730928379508975
10.012,0.0,0.4231881589344756,0.0,1158.7616199999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.197604435145538,3.197604435145538
11.6214,0.0,0.4708530964109254,0.0,1158.7616199999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.574970851465758,3.574970851465758
12.4545,0.0,0.49736375930002835,0.0,1046.868,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.7874884233479813,3.7874884233479813
12.4545,0.0,0.49736375930002835,0.0,830.7059499999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.7874884233479813,3.7874884233479813
11.6214,0.0,0.4708530964109254,0.0,525.00628,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.574970851465758,3.574970851465758
10.0121,0.0,0.423190981315562,0.0,150.60261999999997,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.1976265993273345,3.1976265993273345
7.736,0.0,0.36314182168664066,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.730928379508975,2.730928379508975
4.9485,0.0,0.3000555795462243,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.251117682286061,2.251117682286061
1.8394,0.0,0.2414257672257844,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.8147005187393306,1.8147005187393306
-1.3794,0.0,0.19176004994141507,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.451808812896426,1.451808812896426
-4.4885,0.0,0.1527094695688197,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.170351166713764,1.170351166713764
-7.276,0.0,0.12394718223513387,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9647262175169788,0.9647262175169788
-9.552,0.0,0.1041876308300519,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8239287439421984,0.8239287439421984
-11.8382,0.0,0.07517398151210211,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.7031826983856464,0.7031826983856464
-12.8517,0.0,0.06941660626137489,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.6554790059814156,0.6554790059814156
-12.8517,0.0,0.06941660626137489,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.6554790059814156,0.6554790059814156
-11.8382,0.0,0.07517398151210211,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.7031826983856464,0.7031826983856464
